,Stock,Year,Month,StdDev
6,20 HK,2001,8,0.02064269396536191
7,20 HK,2001,9,0.031351584379523345
8,20 HK,2001,10,0.06364440811047722
9,20 HK,2001,11,0.023039391201324814
10,20 HK,2001,12,0.014076299826477403
11,20 HK,2002,1,0.01589118156838786
12,20 HK,2002,2,0.02998249045974154
13,20 HK,2002,3,0.019422933543143655
14,20 HK,2002,4,0.02844078092673937
15,20 HK,2002,5,0.08135289224197066
16,20 HK,2002,6,0.020778871774603858
17,20 HK,2002,7,0.025296525825110786
18,20 HK,2002,8,0.02223336257480566
19,20 HK,2002,9,0.022237358015763608
20,20 HK,2002,10,0.04275042293358358
21,20 HK,2002,11,0.022783500863530846
22,20 HK,2002,12,0.028190274690059084
23,20 HK,2003,1,0.01672919661568107
24,20 HK,2003,2,0.025083131194711804
25,20 HK,2003,3,0.02074832707169482
26,20 HK,2003,4,0.05814617381153121
27,20 HK,2003,5,0.05748595209832755
28,20 HK,2003,6,0.02668226385927052
29,20 HK,2003,7,0.023782413682819272
30,20 HK,2003,8,0.0209038833171785
31,20 HK,2003,9,0.030492199900431057
32,20 HK,2003,10,0.03064850943552005
33,20 HK,2003,11,0.022499720490182458
34,20 HK,2003,12,0.01831806535105978
35,20 HK,2004,1,0.06577595107421319
36,20 HK,2004,2,0.02363604770830296
37,20 HK,2004,3,0.022214060101978423
38,20 HK,2004,4,0.03374257979583784
39,20 HK,2004,5,0.042199967740198484
40,20 HK,2004,6,0.03942320554782127
41,20 HK,2004,7,0.03535505631771564
42,20 HK,2004,8,0.015632835830708115
43,20 HK,2004,9,0.02669963093832431
44,20 HK,2004,10,0.03235615393334448
45,20 HK,2004,11,0.01719049821825969
46,20 HK,2004,12,0.029053402023348048
47,20 HK,2005,1,0.012588229884909943
48,20 HK,2005,2,0.015718364611624038
49,20 HK,2005,3,0.026959430193317882
50,20 HK,2005,4,0.032748329800687905
51,20 HK,2005,5,0.019357249872502903
52,20 HK,2005,6,0.01102470393096138
53,20 HK,2005,7,0.018991433525998195
54,20 HK,2005,8,0.014992082685057388
55,20 HK,2005,9,0.03508216263504412
56,20 HK,2005,10,0.0170364672479204
57,20 HK,2005,11,0.016090798212017563
58,20 HK,2005,12,0.02010475612440731
59,20 HK,2006,1,0.025354330430331893
60,20 HK,2006,2,0.011422659698566468
61,20 HK,2006,3,0.007251786324130327
62,20 HK,2006,4,0.018005867050307427
63,20 HK,2006,5,0.043008817947585216
64,20 HK,2006,6,0.017023981124722948
65,20 HK,2006,7,0.01046025747786092
66,20 HK,2006,8,0.012864258207799593
67,20 HK,2006,9,0.010121281111809691
68,20 HK,2006,10,0.014543285946110901
69,20 HK,2006,11,0.005373838749950905
70,20 HK,2006,12,0.013721562208147202
71,20 HK,2007,1,0.021033505568652536
72,20 HK,2007,2,0.024121986796073403
73,20 HK,2007,3,0.01941327574544703
74,20 HK,2007,4,0.009134071936228148
75,20 HK,2007,5,0.014264933847668537
76,20 HK,2007,6,0.018437570199481557
77,20 HK,2007,7,0.020932748471082285
78,20 HK,2007,8,0.02225817962823505
79,20 HK,2007,9,0.017328908705985795
80,20 HK,2007,10,0.026244707450039897
81,20 HK,2007,11,0.03459467039868678
82,20 HK,2007,12,0.033580457009234836
83,20 HK,2008,1,0.03836956482189134
84,20 HK,2008,2,0.022213043189687802
85,20 HK,2008,3,0.04955428794981278
86,20 HK,2008,4,0.020461143084068115
87,20 HK,2008,5,0.03128968318172293
88,20 HK,2008,6,0.03390676857310162
89,20 HK,2008,7,0.029243674122149527
90,20 HK,2008,8,0.018836774805812365
91,20 HK,2008,9,0.033426787472623114
92,20 HK,2008,10,0.07934614644986675
93,20 HK,2008,11,0.06327434872515968
94,20 HK,2008,12,0.05790239675181815
95,20 HK,2009,1,0.04859883874701946
96,20 HK,2009,2,0.023153406292170966
97,20 HK,2009,3,0.04103915309551526
98,20 HK,2009,4,0.049378975273080536
99,20 HK,2009,5,0.03867948469544867
100,20 HK,2009,6,0.025901578068640022
101,20 HK,2009,7,0.0337683724440139
102,20 HK,2009,8,0.02534160352385234
103,20 HK,2009,9,0.026340022377833724
104,20 HK,2009,10,0.027176601053039734
105,20 HK,2009,11,0.022727592789462056
106,20 HK,2009,12,0.014858402054603542
107,20 HK,2010,1,0.020513954308323933
108,20 HK,2010,2,0.022004418771639278
109,20 HK,2010,3,0.021371215035876547
110,20 HK,2010,4,0.02527584822796148
111,20 HK,2010,5,0.04924918062553256
112,20 HK,2010,6,0.01652783156384212
113,20 HK,2010,7,0.01680487855114645
114,20 HK,2010,8,0.012895720727178539
115,20 HK,2010,9,0.01861141009214191
116,20 HK,2010,10,0.018377911892531906
117,20 HK,2010,11,0.02130867530682917
118,20 HK,2010,12,0.02726596822309623
119,20 HK,2011,1,0.012040964944612497
120,20 HK,2011,2,0.023390375603038305
121,20 HK,2011,3,0.022456058223546235
122,20 HK,2011,4,0.017019143232857307
123,20 HK,2011,5,0.022931252002266162
124,20 HK,2011,6,0.011849538108611812
125,20 HK,2011,7,0.012348468014238305
126,20 HK,2011,8,0.021761256632784543
127,20 HK,2011,9,0.025334094375146096
128,20 HK,2011,10,0.07599208089818332
129,20 HK,2011,11,0.023216807943123068
130,20 HK,2011,12,0.021312211620354408
131,20 HK,2012,1,0.03128811913620172
132,20 HK,2012,2,0.013730393846795004
133,20 HK,2012,3,0.016792472418650884
134,20 HK,2012,4,0.01952650252716614
135,20 HK,2012,5,0.027615325818396513
136,20 HK,2012,6,0.022059563579695473
137,20 HK,2012,7,0.02619104120462812
138,20 HK,2012,8,0.01882167096915125
139,20 HK,2012,9,0.01973214798931235
140,20 HK,2012,10,0.025383529642814144
141,20 HK,2012,11,0.014276748030036215
142,20 HK,2012,12,0.02128673145460653
143,20 HK,2013,1,0.025227020007081172
144,20 HK,2013,2,0.01601528799637468
145,20 HK,2013,3,0.021116553418804834
146,20 HK,2013,4,0.016669677501907756
147,20 HK,2013,5,0.023383254137540166
148,20 HK,2013,6,0.028880515483658047
149,20 HK,2013,7,0.015575223833994501
150,20 HK,2013,8,0.02310496784738741
151,20 HK,2013,9,0.017045266479549986
152,20 HK,2013,10,0.011628910898966957
153,20 HK,2013,11,0.00728121848341593
154,20 HK,2013,12,0.011919037578517791
155,20 HK,2014,1,0.020452727173663345
156,20 HK,2014,2,0.016418453222534157
157,20 HK,2014,3,0.019816715520692734
158,20 HK,2014,4,0.022589730965464353
159,20 HK,2014,5,0.013979471534945078
160,20 HK,2014,6,0.012505925512713291
161,20 HK,2014,7,0.019709213195231782
162,20 HK,2014,8,0.015253711299798382
163,20 HK,2014,9,0.020167226901555424
164,20 HK,2014,10,0.021516002081560476
165,20 HK,2014,11,0.011964816733672482
166,20 HK,2014,12,0.024270918567800052
167,20 HK,2015,1,0.028434621925880085
168,20 HK,2015,2,0.02134250848610423
169,20 HK,2015,3,0.017171997731835607
170,20 HK,2015,4,0.015577855581296174
171,20 HK,2015,5,0.02925684712610262
172,20 HK,2015,6,0.01346994807315343
173,20 HK,2015,7,0.019125529541620657
174,20 HK,2015,8,0.019504767598577673
175,20 HK,2015,9,0.02756281434990781
176,20 HK,2015,10,0.018685373013590714
177,20 HK,2015,11,0.014804178996240001
178,20 HK,2015,12,0.01706763861549528
179,20 HK,2016,1,0.02988169007017804
180,20 HK,2016,2,0.018371044528974645
181,20 HK,2016,3,0.022529911276425323
0,23 HK,2001,2,0.018309059778560396
1,23 HK,2001,3,0.021801201905999896
2,23 HK,2001,4,0.040836780342382716
3,23 HK,2001,5,0.012020984540282206
4,23 HK,2001,6,0.016986176689151773
5,23 HK,2001,7,0.02177036894895417
6,23 HK,2001,8,0.008505212317565838
7,23 HK,2001,9,0.024569518889465344
8,23 HK,2001,10,0.03782936161797818
9,23 HK,2001,11,0.01372775619621565
10,23 HK,2001,12,0.014730856073832215
11,23 HK,2002,1,0.01915282496738135
12,23 HK,2002,2,0.013800940862113777
13,23 HK,2002,3,0.010125119225085173
14,23 HK,2002,4,0.012314153399827176
15,23 HK,2002,5,0.03791433045842278
16,23 HK,2002,6,0.017229987683045834
17,23 HK,2002,7,0.018808662900683074
18,23 HK,2002,8,0.01255267778338861
19,23 HK,2002,9,0.014758844197972335
20,23 HK,2002,10,0.04389979757942793
21,23 HK,2002,11,0.01034427451961947
22,23 HK,2002,12,0.018085604564124905
23,23 HK,2003,1,0.024009397345602635
24,23 HK,2003,2,0.031251280504509024
25,23 HK,2003,3,0.015884260223362784
26,23 HK,2003,4,0.016382030645042192
27,23 HK,2003,5,0.030320267613949556
28,23 HK,2003,6,0.013027230705549465
29,23 HK,2003,7,0.012085293782827036
30,23 HK,2003,8,0.017278127233549337
31,23 HK,2003,9,0.025649143564397875
32,23 HK,2003,10,0.02619216528219732
33,23 HK,2003,11,0.021449402349066084
34,23 HK,2003,12,0.015255559501798998
35,23 HK,2004,1,0.02471808110400872
36,23 HK,2004,2,0.01084952633991859
37,23 HK,2004,3,0.017019590188633686
38,23 HK,2004,4,0.035908475277138426
39,23 HK,2004,5,0.024008712281772364
40,23 HK,2004,6,0.015775534138848312
41,23 HK,2004,7,0.012341744393613954
42,23 HK,2004,8,0.013204234456326042
43,23 HK,2004,9,0.014382066882360628
44,23 HK,2004,10,0.017983855802693644
45,23 HK,2004,11,0.008535930174104664
46,23 HK,2004,12,0.011205363863223532
47,23 HK,2005,1,0.010130219031102623
48,23 HK,2005,2,0.00813374502259419
49,23 HK,2005,3,0.012314218848118806
50,23 HK,2005,4,0.008571523345115623
51,23 HK,2005,5,0.006892048846057289
52,23 HK,2005,6,0.0034258128502200782
53,23 HK,2005,7,0.005525580374819707
54,23 HK,2005,8,0.007480483321629527
55,23 HK,2005,9,0.005498184038914669
56,23 HK,2005,10,0.005678861175405658
57,23 HK,2005,11,0.002493234817145998
58,23 HK,2005,12,0.008715408458624906
59,23 HK,2006,1,0.012409596219598187
60,23 HK,2006,2,0.015785050892904096
61,23 HK,2006,3,0.013827071364799602
62,23 HK,2006,4,0.04089198121902298
63,23 HK,2006,5,0.04559829915425858
64,23 HK,2006,6,0.02536174742222618
65,23 HK,2006,7,0.01081858884223353
66,23 HK,2006,8,0.017714251437069447
67,23 HK,2006,9,0.011520889322136338
68,23 HK,2006,10,0.017095666872183234
69,23 HK,2006,11,0.02287066685268858
70,23 HK,2006,12,0.014938478356180118
71,23 HK,2007,1,0.02210009639851434
72,23 HK,2007,2,0.022241548544979763
73,23 HK,2007,3,0.0244423596435681
74,23 HK,2007,4,0.017856341642463438
75,23 HK,2007,5,0.01383418161821331
76,23 HK,2007,6,0.01659652531387821
77,23 HK,2007,7,0.017352152315619134
78,23 HK,2007,8,0.018893212863100566
79,23 HK,2007,9,0.013763448156997173
80,23 HK,2007,10,0.023049193653302987
81,23 HK,2007,11,0.03320966401397313
82,23 HK,2007,12,0.03713291129178992
83,23 HK,2008,1,0.04363319931291172
84,23 HK,2008,2,0.027343470113977964
85,23 HK,2008,3,0.0406536257846926
86,23 HK,2008,4,0.017598285791393456
87,23 HK,2008,5,0.023519053058610042
88,23 HK,2008,6,0.012669705253754385
89,23 HK,2008,7,0.03001532004893331
90,23 HK,2008,8,0.042305830615221134
91,23 HK,2008,9,0.03745527764030429
92,23 HK,2008,10,0.06580708654907891
93,23 HK,2008,11,0.047078961355802695
94,23 HK,2008,12,0.03455222079365957
95,23 HK,2009,1,0.03604487080220128
96,23 HK,2009,2,0.032041211397769415
97,23 HK,2009,3,0.049689377550235427
98,23 HK,2009,4,0.0471999625867858
99,23 HK,2009,5,0.04889271227498705
100,23 HK,2009,6,0.03239098631881402
101,23 HK,2009,7,0.02212045782084931
102,23 HK,2009,8,0.02256389577625936
103,23 HK,2009,9,0.018298852807375584
104,23 HK,2009,10,0.02081515123704813
105,23 HK,2009,11,0.040136712858229416
106,23 HK,2009,12,0.015340755591341211
107,23 HK,2010,1,0.007459133130323629
108,23 HK,2010,2,0.015740142397840908
109,23 HK,2010,3,0.009407763794722619
110,23 HK,2010,4,0.017828953746932684
111,23 HK,2010,5,0.017279515420293004
112,23 HK,2010,6,0.009022615654240293
113,23 HK,2010,7,0.017378558645130528
114,23 HK,2010,8,0.015459936557105876
115,23 HK,2010,9,0.013588547999043812
116,23 HK,2010,10,0.014682432984937006
117,23 HK,2010,11,0.015351260952947057
118,23 HK,2010,12,0.01835973198926184
119,23 HK,2011,1,0.013531396978006092
120,23 HK,2011,2,0.01943985801663148
121,23 HK,2011,3,0.012349869234294897
122,23 HK,2011,4,0.010672740735075225
123,23 HK,2011,5,0.018799476136958846
124,23 HK,2011,6,0.013842234349844126
125,23 HK,2011,7,0.014630342068886278
126,23 HK,2011,8,0.02113976582313769
127,23 HK,2011,9,0.03301408412262668
128,23 HK,2011,10,0.06244992438067754
129,23 HK,2011,11,0.023338290032211162
130,23 HK,2011,12,0.022301311738104134
131,23 HK,2012,1,0.025352797923863076
132,23 HK,2012,2,0.01458626865847799
133,23 HK,2012,3,0.008525368808590984
134,23 HK,2012,4,0.012133372469553691
135,23 HK,2012,5,0.017344710690352778
136,23 HK,2012,6,0.01740115887006275
137,23 HK,2012,7,0.022976512190700755
138,23 HK,2012,8,0.015033809275249894
139,23 HK,2012,9,0.012085802487445816
140,23 HK,2012,10,0.010265946152816431
141,23 HK,2012,11,0.009187048649989748
142,23 HK,2012,12,0.015049850353719427
143,23 HK,2013,1,0.011091210719351053
144,23 HK,2013,2,0.010421878753397907
145,23 HK,2013,3,0.010447240340042357
146,23 HK,2013,4,0.012683736005695613
147,23 HK,2013,5,0.017443255108190166
148,23 HK,2013,6,0.02089690286536536
149,23 HK,2013,7,0.0198099641079045
150,23 HK,2013,8,0.029366829789649714
151,23 HK,2013,9,0.021054592006039118
152,23 HK,2013,10,0.009658207395218076
153,23 HK,2013,11,0.008421373750336057
154,23 HK,2013,12,0.00807137974045091
155,23 HK,2014,1,0.017988899364230895
156,23 HK,2014,2,0.021445259366142447
157,23 HK,2014,3,0.01076068791089246
158,23 HK,2014,4,0.015461773502348161
159,23 HK,2014,5,0.008708707974787564
160,23 HK,2014,6,0.011447113894686639
161,23 HK,2014,7,0.008120402333419496
162,23 HK,2014,8,0.006616475290830601
163,23 HK,2014,9,0.01046405071517852
164,23 HK,2014,10,0.012339178600004719
165,23 HK,2014,11,0.008611888380063772
166,23 HK,2014,12,0.011786970585817656
167,23 HK,2015,1,0.007252682011037962
168,23 HK,2015,2,0.011170480549301622
169,23 HK,2015,3,0.010311509412414167
170,23 HK,2015,4,0.009823612160179683
171,23 HK,2015,5,0.01773879081351518
172,23 HK,2015,6,0.011835349910592182
173,23 HK,2015,7,0.019363917530493862
174,23 HK,2015,8,0.01537543759232692
175,23 HK,2015,9,0.027701013251226328
176,23 HK,2015,10,0.017361455489963783
177,23 HK,2015,11,0.015201895239639536
178,23 HK,2015,12,0.020748390764567706
179,23 HK,2016,1,0.03591725596659662
180,23 HK,2016,2,0.03276509032960245
181,23 HK,2016,3,0.019124636996820068
0,267 HK,2001,2,0.010184513056305801
1,267 HK,2001,3,0.027624485472821883
2,267 HK,2001,4,0.04327500440259638
3,267 HK,2001,5,0.021792263948921888
4,267 HK,2001,6,0.023384916378224214
5,267 HK,2001,7,0.02163782228228326
6,267 HK,2001,8,0.022654037492529776
7,267 HK,2001,9,0.040565765839044
8,267 HK,2001,10,0.034895459897792136
9,267 HK,2001,11,0.02267314908316964
10,267 HK,2001,12,0.02028456984924528
11,267 HK,2002,1,0.031126046694611765
12,267 HK,2002,2,0.019155723616992734
13,267 HK,2002,3,0.012611354165822396
14,267 HK,2002,4,0.013839357604289192
15,267 HK,2002,5,0.028150159317959875
16,267 HK,2002,6,0.019345020744870375
17,267 HK,2002,7,0.019530048297841857
18,267 HK,2002,8,0.019141565525746872
19,267 HK,2002,9,0.016636792595869584
20,267 HK,2002,10,0.016789021315396533
21,267 HK,2002,11,0.014220657560574198
22,267 HK,2002,12,0.023032295313671104
23,267 HK,2003,1,0.02924542432892879
24,267 HK,2003,2,0.01099802754544498
25,267 HK,2003,3,0.01792220357918528
26,267 HK,2003,4,0.033204627978957194
27,267 HK,2003,5,0.046929084931646645
28,267 HK,2003,6,0.010675842686060677
29,267 HK,2003,7,0.016906042322826366
30,267 HK,2003,8,0.017186978559125293
31,267 HK,2003,9,0.01715655482175133
32,267 HK,2003,10,0.01815978657811568
33,267 HK,2003,11,0.011504298115977234
34,267 HK,2003,12,0.015367861438862688
35,267 HK,2004,1,0.03293058736415803
36,267 HK,2004,2,0.024133603748839
37,267 HK,2004,3,0.015104950050494687
38,267 HK,2004,4,0.03740202151947834
39,267 HK,2004,5,0.0322218738369986
40,267 HK,2004,6,0.02544986125409754
41,267 HK,2004,7,0.015600631087121205
42,267 HK,2004,8,0.014311362938904122
43,267 HK,2004,9,0.012630883979799811
44,267 HK,2004,10,0.0246897566787247
45,267 HK,2004,11,0.009666734668353008
46,267 HK,2004,12,0.011089081886691957
47,267 HK,2005,1,0.016397178701893143
48,267 HK,2005,2,0.00892755532425672
49,267 HK,2005,3,0.012266874303956834
50,267 HK,2005,4,0.012230374086389498
51,267 HK,2005,5,0.016946722886747367
52,267 HK,2005,6,0.004864090722793552
53,267 HK,2005,7,0.01084889395129939
54,267 HK,2005,8,0.008289583670541821
55,267 HK,2005,9,0.009993411975770547
56,267 HK,2005,10,0.013157488728792263
57,267 HK,2005,11,0.006036638199675938
58,267 HK,2005,12,0.01023810404064593
59,267 HK,2006,1,0.011143689429746638
60,267 HK,2006,2,0.012153558294229587
61,267 HK,2006,3,0.010267585903172763
62,267 HK,2006,4,0.03923931351660864
63,267 HK,2006,5,0.020940003374426096
64,267 HK,2006,6,0.017143798270906452
65,267 HK,2006,7,0.01162091937952374
66,267 HK,2006,8,0.010442622393683232
67,267 HK,2006,9,0.011851447130094422
68,267 HK,2006,10,0.013008976415492562
69,267 HK,2006,11,0.017692812156292047
70,267 HK,2006,12,0.01750682911898933
71,267 HK,2007,1,0.020186940481629344
72,267 HK,2007,2,0.01611982310960394
73,267 HK,2007,3,0.018777420917051778
74,267 HK,2007,4,0.020973729029826048
75,267 HK,2007,5,0.024282092511952055
76,267 HK,2007,6,0.01460566983771466
77,267 HK,2007,7,0.02275372559545818
78,267 HK,2007,8,0.04468312684236958
79,267 HK,2007,9,0.020412850803272542
80,267 HK,2007,10,0.02830152920705644
81,267 HK,2007,11,0.038269447460918427
82,267 HK,2007,12,0.03712870674386329
83,267 HK,2008,1,0.04691268684781081
84,267 HK,2008,2,0.025729240419665633
85,267 HK,2008,3,0.0463458364351107
86,267 HK,2008,4,0.028114720946867195
87,267 HK,2008,5,0.02054551053162557
88,267 HK,2008,6,0.020333186901760378
89,267 HK,2008,7,0.03348585177328901
90,267 HK,2008,8,0.024179228015584992
91,267 HK,2008,9,0.035048397353930456
92,267 HK,2008,10,0.17106459025093648
93,267 HK,2008,11,0.03398602475626729
94,267 HK,2008,12,0.06979740561259928
95,267 HK,2009,1,0.060889763250070464
96,267 HK,2009,2,0.029233545135394834
97,267 HK,2009,3,0.04734875578299698
98,267 HK,2009,4,0.04154355766769051
99,267 HK,2009,5,0.06453232213165769
100,267 HK,2009,6,0.02953809160552095
101,267 HK,2009,7,0.03989229338089752
102,267 HK,2009,8,0.030548489309266076
103,267 HK,2009,9,0.025881631373867515
104,267 HK,2009,10,0.032545540714883574
105,267 HK,2009,11,0.027361344144197407
106,267 HK,2009,12,0.01943737371200196
107,267 HK,2010,1,0.024815339881591573
108,267 HK,2010,2,0.03238831495851576
109,267 HK,2010,3,0.02533325811778596
110,267 HK,2010,4,0.03177419596500022
111,267 HK,2010,5,0.05446171505695847
112,267 HK,2010,6,0.029912186421771354
113,267 HK,2010,7,0.01798415918651867
114,267 HK,2010,8,0.016369968866917918
115,267 HK,2010,9,0.02277576349544723
116,267 HK,2010,10,0.03025848002206816
117,267 HK,2010,11,0.024355618085470536
118,267 HK,2010,12,0.016862680340732055
119,267 HK,2011,1,0.01858156181274217
120,267 HK,2011,2,0.014293610667249396
121,267 HK,2011,3,0.020243437164527804
122,267 HK,2011,4,0.024919906673809
123,267 HK,2011,5,0.019729471136222844
124,267 HK,2011,6,0.030141589405778837
125,267 HK,2011,7,0.025169174637164286
126,267 HK,2011,8,0.030073310324205856
127,267 HK,2011,9,0.04605591282516748
128,267 HK,2011,10,0.07751439846726689
129,267 HK,2011,11,0.023841393510681593
130,267 HK,2011,12,0.018766419639102812
131,267 HK,2012,1,0.014055352574230207
132,267 HK,2012,2,0.017640223594698558
133,267 HK,2012,3,0.010399980917864577
134,267 HK,2012,4,0.015111495182430077
135,267 HK,2012,5,0.01749645841527593
136,267 HK,2012,6,0.018258677464523372
137,267 HK,2012,7,0.023536316325022864
138,267 HK,2012,8,0.019931044630229378
139,267 HK,2012,9,0.02334310052599374
140,267 HK,2012,10,0.03109256617839013
141,267 HK,2012,11,0.01353990922731572
142,267 HK,2012,12,0.019674176458665392
143,267 HK,2013,1,0.03463658779344822
144,267 HK,2013,2,0.022876936852706847
145,267 HK,2013,3,0.0249207537476725
146,267 HK,2013,4,0.0346957573470767
147,267 HK,2013,5,0.04222349919272558
148,267 HK,2013,6,0.020623334221034864
149,267 HK,2013,7,0.017877508317483193
150,267 HK,2013,8,0.023728399353457726
151,267 HK,2013,9,0.013791676132102571
152,267 HK,2013,10,0.027583443171402038
153,267 HK,2013,11,0.01547995290377477
154,267 HK,2013,12,0.03204560842622199
155,267 HK,2014,1,0.03608610872514639
156,267 HK,2014,2,0.03583857412810433
157,267 HK,2014,3,0.03464025716012129
158,267 HK,2014,4,0.022122194494351807
159,267 HK,2014,5,0.008138861631455874
160,267 HK,2014,6,0.020023142680183098
161,267 HK,2014,7,0.027041121866440615
162,267 HK,2014,8,0.02034661564250966
163,267 HK,2014,9,0.01768020671588552
164,267 HK,2014,10,0.023715482223967924
165,267 HK,2014,11,0.011443600703939474
166,267 HK,2014,12,0.016867887641495903
167,267 HK,2015,1,0.01074848180023688
168,267 HK,2015,2,0.011559809523225408
169,267 HK,2015,3,0.008243751530953526
170,267 HK,2015,4,0.02271563362817832
171,267 HK,2015,5,0.04513285540528933
172,267 HK,2015,6,0.012451671761758753
173,267 HK,2015,7,0.031478168493840726
174,267 HK,2015,8,0.020456151307515543
175,267 HK,2015,9,0.04293714603858264
176,267 HK,2015,10,0.01589301694046984
177,267 HK,2015,11,0.00967502044691545
178,267 HK,2015,12,0.024071791068676174
179,267 HK,2016,1,0.028548629414603968
180,267 HK,2016,2,0.04068588231880931
181,267 HK,2016,3,0.032264650991846285
0,291 HK,2001,2,0.0281354111666806
1,291 HK,2001,3,0.03178244499686139
2,291 HK,2001,4,0.05920517267686006
3,291 HK,2001,5,0.022161798147953726
4,291 HK,2001,6,0.02899231960873119
5,291 HK,2001,7,0.0371620561524905
6,291 HK,2001,8,0.02708805503089134
7,291 HK,2001,9,0.056375878108175966
8,291 HK,2001,10,0.07148356589631355
9,291 HK,2001,11,0.036614919623387386
10,291 HK,2001,12,0.023437809814130524
11,291 HK,2002,1,0.026421483212009326
12,291 HK,2002,2,0.013746961362444047
13,291 HK,2002,3,0.02564874358985781
14,291 HK,2002,4,0.04032868237998261
15,291 HK,2002,5,0.04012554380676422
16,291 HK,2002,6,0.021757941656977375
17,291 HK,2002,7,0.0303067870003863
18,291 HK,2002,8,0.023642274398034367
19,291 HK,2002,9,0.024330163883392136
20,291 HK,2002,10,0.045646568507970435
21,291 HK,2002,11,0.022054866084921753
22,291 HK,2002,12,0.02098541321612191
23,291 HK,2003,1,0.027127364919379785
24,291 HK,2003,2,0.024699824488922918
25,291 HK,2003,3,0.0219217255117796
26,291 HK,2003,4,0.032647213609570555
27,291 HK,2003,5,0.04505369667003057
28,291 HK,2003,6,0.029593587022093023
29,291 HK,2003,7,0.032563084613117174
30,291 HK,2003,8,0.015053032121391438
31,291 HK,2003,9,0.031626024529856404
32,291 HK,2003,10,0.021036400121717657
33,291 HK,2003,11,0.011928059031935409
34,291 HK,2003,12,0.018380518334738357
35,291 HK,2004,1,0.042060308875508344
36,291 HK,2004,2,0.01685977393062546
37,291 HK,2004,3,0.018180400781870935
38,291 HK,2004,4,0.047334283238326474
39,291 HK,2004,5,0.03516376789004479
40,291 HK,2004,6,0.033977452147879665
41,291 HK,2004,7,0.02209985347949428
42,291 HK,2004,8,0.012553868635478613
43,291 HK,2004,9,0.025797585376246737
44,291 HK,2004,10,0.027328483861618215
45,291 HK,2004,11,0.01948949301848827
46,291 HK,2004,12,0.022554981199405914
47,291 HK,2005,1,0.016037624260031812
48,291 HK,2005,2,0.012949288582011465
49,291 HK,2005,3,0.014793755237523274
50,291 HK,2005,4,0.013294682120592555
51,291 HK,2005,5,0.013870183651224053
52,291 HK,2005,6,0.009176922820168996
53,291 HK,2005,7,0.019347465024890327
54,291 HK,2005,8,0.016133800304849448
55,291 HK,2005,9,0.014686305571152688
56,291 HK,2005,10,0.019593481993056185
57,291 HK,2005,11,0.017868238394682295
58,291 HK,2005,12,0.016545994477184314
59,291 HK,2006,1,0.03073594946010799
60,291 HK,2006,2,0.023661032832588903
61,291 HK,2006,3,0.016709816536526943
62,291 HK,2006,4,0.019860371758965528
63,291 HK,2006,5,0.035009682462962245
64,291 HK,2006,6,0.036781236057927866
65,291 HK,2006,7,0.02341574088005818
66,291 HK,2006,8,0.017151438662504064
67,291 HK,2006,9,0.017425904034007855
68,291 HK,2006,10,0.02405980048991089
69,291 HK,2006,11,0.025902823902920456
70,291 HK,2006,12,0.023636460305102743
71,291 HK,2007,1,0.02972488108029695
72,291 HK,2007,2,0.019137563175408902
73,291 HK,2007,3,0.04387227817217158
74,291 HK,2007,4,0.04404443914704927
75,291 HK,2007,5,0.028134376014533582
76,291 HK,2007,6,0.022438479179150872
77,291 HK,2007,7,0.02337718325830131
78,291 HK,2007,8,0.04121764930021937
79,291 HK,2007,9,0.020515731917262876
80,291 HK,2007,10,0.02430680619789977
81,291 HK,2007,11,0.04619285185248439
82,291 HK,2007,12,0.02912918229900989
83,291 HK,2008,1,0.04801245400959698
84,291 HK,2008,2,0.03717158833871421
85,291 HK,2008,3,0.05015408928884125
86,291 HK,2008,4,0.028682603257418744
87,291 HK,2008,5,0.021923588059234597
88,291 HK,2008,6,0.02441619988904921
89,291 HK,2008,7,0.025519283996016887
90,291 HK,2008,8,0.02728754288557824
91,291 HK,2008,9,0.03533763956472445
92,291 HK,2008,10,0.10248124761842774
93,291 HK,2008,11,0.05548569954535565
94,291 HK,2008,12,0.04748482466416945
95,291 HK,2009,1,0.04579431039583316
96,291 HK,2009,2,0.03260056428401534
97,291 HK,2009,3,0.02538572238660905
98,291 HK,2009,4,0.03866635130939416
99,291 HK,2009,5,0.041903923957610584
100,291 HK,2009,6,0.022642636130712605
101,291 HK,2009,7,0.03626798497850909
102,291 HK,2009,8,0.03401997864267961
103,291 HK,2009,9,0.03561769012644402
104,291 HK,2009,10,0.028060542616767256
105,291 HK,2009,11,0.024800318625418708
106,291 HK,2009,12,0.019434544332430827
107,291 HK,2010,1,0.02642410705048627
108,291 HK,2010,2,0.029241080555692328
109,291 HK,2010,3,0.017076913891820904
110,291 HK,2010,4,0.02374503891786842
111,291 HK,2010,5,0.034628763980418496
112,291 HK,2010,6,0.018879576758327417
113,291 HK,2010,7,0.012309548914021464
114,291 HK,2010,8,0.016067197822675437
115,291 HK,2010,9,0.019743352510918834
116,291 HK,2010,10,0.022602215542320916
117,291 HK,2010,11,0.01652957902883233
118,291 HK,2010,12,0.01840710265811804
119,291 HK,2011,1,0.012985135436141949
120,291 HK,2011,2,0.023057457028782792
121,291 HK,2011,3,0.01979308874355727
122,291 HK,2011,4,0.030825765537658093
123,291 HK,2011,5,0.01492428613480008
124,291 HK,2011,6,0.01403510676942618
125,291 HK,2011,7,0.015629644539515836
