,NKY Index,HSI Index,AS51 Index,HSCEI Index,SHSZ300 Index,TWSE Index,KOSPI Index,NIFTY Index,FSSTI Index,SPX Index,NDX Index,ibov Index,SX5E Index,UKX Index,CAC Index,DAX Index,SMI Index,IBEX Index,OMX Index,AEX Index
R-squared,0.6712702035710023,0.642509096854103,0.6002633585963182,0.5273093531936379,0.23485599278252955,0.5302635644174705,0.5148478569479207,0.543282546097548,0.6771650890202843,0.6873515523433609,0.5776278517663213,0.5240319310465826,0.6612777436746583,0.6682578696199097,0.6682489020755803,0.6206336074024985,0.5038921450116733,0.5455673859021157,0.5686909929656279,0.6244164225067703
